X,Y,OBJECTID,BEST_LOCATION,SPRING_KEY,RESOURCE_,SURFACE_WATER_MEASURE,SPRING_NAME,STATION_NAME,STATION_ALIAS,STATION_ID,DATA_SOURCE,STATION_COMMENTS,TIDAL,FGS_MAGNITUDE,SPRING_CLUSTER,DMS_LAT,DMS_LON,ALBERS_X,ALBERS_Y,DATUM_ALBERS,LOCATION_METHOD,OFS_NAME
-81.9015140002311,29.5094788327322,91,CONDITIONAL,2436,SPRING_GENERAL,YES,FISH HOOK SPRING #1,FISH HOOK SPRING #1, ,223521,SJRWMD, , ,Unknown, ,29 30 34.1244,81 54 05.4504,603110.061923,613151.611477,NAD83/HARN/HPGN, ,
-81.9023040003793,29.5090408328529,92,CONDITIONAL,2437,SPRING_GENERAL,YES,FISH HOOK SPRING #2,FISH HOOK SPRING #2, ,223522,SJRWMD, , ,Unknown, ,29 30 32.5476,81 54 08.2944,603034.433337,613101.685664,NAD83/HARN/HPGN, ,
-82.0485555555707,29.2161388882477,93,CONDITIONAL,2491,SPRING_GENERAL,YES,GARDEN OF EDEN SPRING,SSG-GARDEN OF EDEN-1,"SILVER SPRING #5; GARDEN OF EDEN SPRING",105034,SJRWMD, , ,Unknown,SILVER SPRINGS GROUP,29 12 58.1,82 02 54.8,589394.734202,580350.300882,NAD83/HARN/HPGN, ,
-82.0500833328757,29.2153888880122,94,CONDITIONAL,2494,SPRING_GENERAL,YES,GEYSER SPRING,SSG-GEYSER,"GEYSER SPRING; SILVER SPRING #3",105201,SJRWMD, , ,Unknown,SILVER SPRINGS GROUP,29 12 55.4,82 03 00.3,589247.787055,580264.683907,NAD83/HARN/HPGN, ,
-82.7400711899371,29.8644766760789,95,CONDITIONAL,662,SPRING_GENERAL,YES,GIL1012974 (GILCHRIST),GIL1012974,"47 BOATRAMP SPRING; GIL1012974",GIL1012974,SRWMD - HORNSBY, , ,2, ,29 51 52.127,82 44 24.259,521548.148984,651457.446922,NAD83, ,
-82.8741648260401,29.8910006440382,96,CONDITIONAL,664,SPRING_GENERAL,YES,GIL107971 (GILCHRIST),GIL107971,GIL107971,GIL107971,SRWMD - HORNSBY,There is a sunken boat in the spring vent., ,2, ,29 53 27.615,82 52 26.998,508585.334427,654276.715675,NAD83, ,
-82.8662539735825,29.8989936047932,97,CONDITIONAL,665,SPRING_GENERAL,YES,GIL107972 (GILCHRIST),GIL107972,GIL107972,GIL107972,SRWMD - HORNSBY, , ,2, ,29 53 56.39,82 51 58.519,509340.146498,655170.991434,NAD83, ,
-82.874966487728,29.8893499816514,98,CONDITIONAL,666,SPRING_GENERAL,YES,GIL729971 (GILCHRIST),GIL729971,GIL729971,GIL729971,SRWMD - HORNSBY, , ,2, ,29 53 21.673,82 52 29.884,508509.68912,654092.772222,NAD83, ,
-82.8367855605476,29.9127590805736,99,CONDITIONAL,667,SPRING_GENERAL,YES,GIL729972 (GILCHRIST),GIL729972,GIL729972,GIL729972,SRWMD - HORNSBY, , ,4, ,29 54 45.945,82 50 12.432,512167.626125,656725.53079,NAD83, ,
-82.8366880332996,29.9134000782694,100,CONDITIONAL,668,SPRING_GENERAL,YES,GIL729973 (GILCHRIST),GIL729973,GIL729973,GIL729973,SRWMD - HORNSBY, , ,4, ,29 54 48.253,82 50 12.081,512176.358956,656796.774803,NAD83, ,
-82.8795330427432,29.8602684532811,101,CONDITIONAL,673,SPRING_GENERAL,YES,GIL917972 (GILCHRIST),GIL917972,GIL917972,GIL917972,SRWMD - HORNSBY, , ,3, ,29 51 36.979,82 52 46.324,508098.590395,650860.434639,NAD83, ,
-82.8808512871009,29.8588449010202,102,CONDITIONAL,674,SPRING_GENERAL,YES,GIL917973 (GILCHRIST),GIL917973,GIL917973,GIL917973,SRWMD - HORNSBY, , ,4, ,29 51 31.854,82 52 51.069,507972.848749,650701.250578,NAD83, ,
-82.7533075292916,29.8804540136301,103,CONDITIONAL,677,SPRING_GENERAL,YES,GIL928972 (GILCHRIST),GIL928972,GIL928972,GIL928972,SRWMD - HORNSBY, , ,4, ,29 52 49.646,82 45 11.91,520253.321772,653218.090358,NAD83, ,
-82.8241021410377,29.9213274752503,104,CONDITIONAL,679,SPRING_GENERAL,YES,GIL99971 (GILCHRIST),GIL99971,GIL99971,GIL99971,SRWMD - HORNSBY, , ,4, ,29 55 16.791,82 49 26.771,513381.568663,657688.280269,NAD83, ,
-82.7717382779369,29.9185956715903,105,CONDITIONAL,682,SPRING_GENERAL,YES,GIL99974 (GILCHRIST),GIL99974,GIL99974,GIL99974,SRWMD - HORNSBY, , ,3, ,29 55 06.956,82 46 18.261,518433.416159,657434.251293,NAD83, ,
-84.7073322920747,30.6517732659946,106,CONDITIONAL,710,SPRING_GENERAL,YES,GLEN JULIA SPRINGS,GLEN JULIA SPRINGS, ,303905084422700,USGS, , ,4, ,30 39 05,84 42 27,332262.479231,738412.588515,NAD27, ,
-84.37749999998,30.2888888880437,107,CONDITIONAL,2845,SPRING_DRAIN,NO,GLUNN SINK,GLUNN SINK, ,S578,FL STORET, , ,N/A, ,30 17 20,84 22 39,363725.372998,698002.687403,NAD83/HARN/HPGN,AGPS,
-82.2835677780922,27.8674791665645,108,CONDITIONAL,729,SPRING_DRAIN,NO,GREEN SINK (HILLSBOROUGH),GREEN SINK, ,275202082165901,SWFWMD, , ,N/A, ,27 52 02.925,82 17 00.844,568672.169232,430252.521476,NAD83/HARN/HPGN, ,
-82.2307847222553,28.9593013888888,109,CONDITIONAL,751,SPRING_GENERAL,YES,GUM SPRING #1,GUM SPRINGS NO. 1,GUM SLOUGH #1,285733082135101,SWFWMD, , ,2,GUM SLOUGH CLUSTER,28 57 33.485,82 13 50.825,572119.190405,551565.619478,NAD83/HARN/HPGN, ,
-82.2368588884886,28.953843610923,110,CONDITIONAL,754,SPRING_GENERAL,YES,GUM SPRING #2,GUM SPRINGS NO. 2,GUM SLOUGH #2,285714082141301,SWFWMD, , ,2,GUM SLOUGH CLUSTER,28 57 13.837,82 14 12.692,571536.967162,550951.134598,NAD83/HARN/HPGN, ,
-82.2373622217251,28.9536688886905,111,CONDITIONAL,756,SPRING_GENERAL,YES,GUM SPRING #3,GUM SPRINGS NO. 3,GUM SLOUGH #3,285713082141501,SWFWMD, , ,2,GUM SLOUGH CLUSTER,28 57 13.208,82 14 14.504,571488.278253,550931.033699,NAD83/HARN/HPGN, ,
-82.5803266663431,28.8268080555854,112,CONDITIONAL,762,SPRING_GENERAL,YES,HALLS RIVER HEAD SPRING,HALLS RIVER HEAD SPRING, ,284936082345201,SWFWMD, , ,Unknown,HOMOSASSA RIVER CLUSTER,28 49 36.509,82 34 49.176,538284.86307,536413.416473,NAD83/HARN/HPGN, ,
-82.5939440561677,28.8224647280182,113,CONDITIONAL,765,SPRING_GENERAL,YES,HALLS RIVER SPRING #1,HALLS RIVER #1 SPRING, ,284920082354001,SWFWMD, , ,Unknown,HOMOSASSA RIVER CLUSTER,28 49 20.88,82 35 38.205,536964.003384,535915.914789,NAD83, ,
-83.0224679032617,30.4260514400681,114,CONDITIONAL,4089,SPRING_VENT,YES,HAM1017971 (HAMILTON),HAM1017971 (HAMILTON),HAM1017971,46500,DEP GWMS, , ,3, ,30 25 33.797,83 01 20.888,493811.238327,713541.79479,WGS84,DGPS,
-83.0106420454811,30.4232310848477,115,CONDITIONAL,4055,SPRING_VENT,YES,HAM1017973 (HAMILTON),HAM1017973,HAM1017973,HAM1017973,DEP GWMS, , ,4, ,30 25 23.643,83 00 38.315,494948.622395,713237.856207,WGS84,DGPS,
-82.9268310296929,30.3901684569945,116,CONDITIONAL,772,SPRING_GENERAL,YES,HAM1019971 (HAMILTON),HAM1019971,HAM1019971,HAM1019971,SRWMD - HORNSBY, , ,4, ,30 23 24.617,82 55 36.596,503023.697718,709635.966551,NAD83, ,
-82.943426154662,30.4003559841385,117,CONDITIONAL,773,SPRING_GENERAL,YES,HAM1019972 (HAMILTON),HAM1019972,HAM1019972,HAM1019972,SRWMD - HORNSBY, , ,4, ,30 24 01.292,82 56 36.338,501420.925884,710752.789169,NAD83, ,
-82.9063512996143,30.3861405813781,118,CONDITIONAL,774,SPRING_GENERAL,YES,HAM1023971 (HAMILTON),HAM1023971,HAM1023971,HAM1023971,SRWMD - HORNSBY, , ,2, ,30 23 10.116,82 54 22.869,504993.655165,709206.237762,NAD83, ,
-83.2602608914881,30.5524654579723,119,CONDITIONAL,776,SPRING_GENERAL,YES,HAM54012 (HAMILTON),HAM54012,HAM54012,HAM54012,SRWMD - HORNSBY, , ,3, ,30 33 08.884,83 15 36.92579,470907.020576,727411.300211,NAD83, ,
-83.1993713199977,30.415671241948,120,CONDITIONAL,777,SPRING_GENERAL,YES,HAM610981 (HAMILTON),HAM610981,HAM610981,HAM610981,SRWMD - HORNSBY, , ,2, ,30 24 56.427,83 11 57.741,476842.017122,712267.432615,NAD83, ,
-83.145144602953,30.418948209577,121,CONDITIONAL,787,SPRING_GENERAL,YES,HAM923972 (HAMILTON),HAM923972,HAM923972,HAM923972,SRWMD - HORNSBY, , ,4, ,30 25 08.224,83 08 42.525,482043.938234,712666.034595,NAD83, ,
-82.1560479347882,30.024087796446,122,CONDITIONAL,826,SPRING_GENERAL,YES,HEILBRONN SPRING,HEILBRONN SPRING,HLB010C1,300125082092000,USGS, , ,8, ,30 01 25,82 09 23,577621.704863,669883.002627,NAD27, ,
-81.4527777775047,28.8732777770714,123,CONDITIONAL,2443,SPRING_GENERAL,YES,HELENE SPRING,HELENE SPRING, ,223511,SJRWMD, , ,3, ,28 52 23.8,81 27 10,647996.265474,543339.371589,NAD83/HARN/HPGN, ,
-82.0947033333719,28.8692938889815,124,CONDITIONAL,828,SPRING_GENERAL,YES,HENRY GREEN SPRING,HENRY GREEN SPRING,LITTLE JONES CREEK HEAD SPRING,285138082054001,SWFWMD, , ,Unknown, ,28 52 09.458,82 05 40.932,585511.365105,541768.690467,NAD83/HARN/HPGN, ,
-82.5849191495086,28.7680224297297,125,CONDITIONAL,834,SPRING_GENERAL,YES,HIDDEN RIVER SPRING #6,HIDDEN RIVER SPRING 6 NEAR HONOSASSA FL, ,284603082350700,USGS, , ,Unknown,HIDDEN RIVER CLUSTER,28 46 03,82 35 07,537912.459906,529880.408394,NAD27, ,
-82.5850538713668,28.7662765171832,126,CONDITIONAL,4025,SPRING_GENERAL,YES,HIDDEN RIVER SPRING #7,HIDDEN RIVER SPRING PHOTO STATION 7, ,43177,DEP GWMS,"Located up side creek that opens into wide circular pool area; possible sand boils;  spring located where side creek meets with river; very deep in center of rive and water appeared less tannic", ,Unknown,HIDDEN RIVER CLUSTER,28 45 58.6,82 35 06.2,537901.555322,529686.381533,WGS84,DGPS,
-83.2514993644594,30.2596842316505,127,CONDITIONAL,1067,SPRING_GENERAL,YES,LAF922977 (LAFAYETTE),LAF922977,LAF922977,LAF922977,SRWMD - HORNSBY, , ,4, ,30 15 34.873,83 15 05.402,471944.064293,694924.09878,NAD83, ,
-83.2039139733158,30.1048011089037,128,CONDITIONAL,1070,SPRING_GENERAL,YES,LAF924972 (LAFAYETTE),LAF924972,LAF924972,LAF924972,SRWMD - HORNSBY, , ,4, ,30 06 17.295,83 12 14.095,476628.777103,677761.7472,NAD83, ,
-83.243241125323,30.472483723397,129,CONDITIONAL,1229,SPRING_GENERAL,YES,MAD612982 (MADISON),MAD612982, ,MAD612982,SRWMD - HORNSBY, , ,2, ,30 28 20.951,83 14 35.672,472592.883059,718545.623443,NAD83, ,
-83.2148918370139,30.3067120142775,130,CONDITIONAL,1230,SPRING_GENERAL,YES,MAD922971 (MADISON),MAD922971, ,MAD922971,SRWMD - HORNSBY, , ,4, ,30 18 24.173,83 12 53.615,475429.413346,700165.434885,NAD83, ,
-83.2224402223287,30.3034233863348,131,CONDITIONAL,1231,SPRING_GENERAL,YES,MAD922972 (MADISON),MAD922972, ,MAD922972,SRWMD - HORNSBY, , ,4, ,30 18 12.334,83 13 20.789,474706.511913,699795.850932,NAD83, ,
-83.2248149991356,30.3023689452834,132,CONDITIONAL,1232,SPRING_GENERAL,YES,MAD922973 (MADISON),MAD922973, ,MAD922973,SRWMD - HORNSBY, , ,4, ,30 18 08.538,83 13 29.338,474479.086415,699677.386946,NAD83, ,
-82.5853149801081,28.7674765173015,133,CONDITIONAL,4026,SPRING_GENERAL,YES,HIDDEN RIVER SPRING #8,HIDDEN RIVER SPRING NEAR LOCATION 8 CREEK MEETS RIVER, ,43176,DEP GWMS,"No boil present but underwater exploration noted very deep in center of river; water appears less tannic in this deeper area", ,Unknown,HIDDEN RIVER CLUSTER,28 46 02.92,82 35 07.14,537874.579793,529819.344479,WGS84,DGPS,
-82.8911180108981,30.3780673441307,134,CONDITIONAL,1306,SPRING_GENERAL,YES,MATTAIR SPRINGS,MATTAIR SPRINGS, ,MAT010C1,SRWMD - HORNSBY, , ,3, ,30 22 41.052,82 53 28.029,506464.115687,708323.351162,NAD83, ,
-82.5871918760233,28.7962677333598,135,CONDITIONAL,1309,SPRING_GENERAL,YES,MCCLAIN SPRING,MCCLAIN SPRING, ,284758082352301,SWFWMD, , ,3,HOMOSASSA GROUP,28 47 46.57,82 35 13.897,537655.035292,533014.384395,NAD83, ,Homosassa Spring Group
-82.2968445326801,27.8950470791957,136,CONDITIONAL,1326,SPRING_GENERAL,YES,MESSER SPRING,MESSER SPRING, ,275340082175000,USGS, , ,Unknown, ,27 53 40,82 17 50,567325.275543,433295.666333,NAD27, ,
-82.0171268931794,26.2646199530005,137,CONDITIONAL,1383,SPRING_OFFSHORE,YES,MUD HOLE SUBMARINE SPRING,MUD HOLE SUB SPRING, ,261550082010300,USGS,Submarine Spring Offshore, ,Unknown, ,26 15 50,82 01 03,597714.439196,252705.669198,NAD27, ,
-84.1781208807016,30.3334578653221,138,CONDITIONAL,1389,SPRING_GENERAL,YES,MUNROE SPRING,MUNROE SPRING, ,301959084104200,USGS, , ,Unknown, ,30 19 59,84 10 42,382891.181181,702906.095635,NAD27, ,
-82.7340180859306,29.8579384199531,139,CONDITIONAL,382,SPRING_GENERAL,YES,MYRTLES FISSURE SPRING,COL928972,"MYRTLES FISSURE; COL928972",COL928972,SRWMD - HORNSBY, , ,2, ,29 51 28.589,82 44 02.468,522139.536636,650737.622173,NAD83, ,
-87.3136988591886,30.858117896474,140,CONDITIONAL,1390,SPRING_CONDUIT_WELL,NO,MYSTIC SPRINGS,MYSTIC SPRINGS, ,DEP FGS-269,DEP FGS,Artesian Well, ,5, ,30 51 29.23726,87 18 49.32,83315.953509,765367.936158,WGS84,DGPS,
-81.6769974855301,29.5090976887465,141,CONDITIONAL,1394,SPRING_CONDUIT_WELL,NO,NASHUA SPRING,NASHUA SPRING, ,DEP FGS-271,DEP FGS,Spring               Film, ,4, ,29 30 32.75996,81 40 37.2,624839.109635,613498.879229,WGS84,DGPS,
-84.2374666814282,30.2983639242348,142,CONDITIONAL,2555,KARST_WINDOW,NO,NATURAL WELLS (LEON),NATURAL WELLS,9074,301728084141001,DEP GWIS, , ,Never Flowing, ,30 17 54.10968,84 14 14.87976,377183.42,699020.75,WGS84,DGPS,
-82.202588889245,28.8397083326761,143,CONDITIONAL,1413,SPRING_GENERAL,YES,NICHOLS SPRING,NICHOLS SPRING, ,285022082120901,SWFWMD, , ,Unknown, ,28 50 22.95,82 12 09.32,575055.619735,538325.81135,NAD83/HARN/HPGN, ,
-82.0463055559032,29.2156111103531,144,CONDITIONAL,2511,SPRING_GENERAL,YES,NO NAME COVE SPRING,SSG-NO NAME COVE,"SILVER SPRING #7; NO NAME COVE SPRING",105046,SJRWMD, , ,Unknown,SILVER SPRINGS GROUP,29 12 56.2,82 02 46.7,589614.015034,580295.160195,NAD83/HARN/HPGN, ,
-82.1217463553575,27.0354167791496,145,CONDITIONAL,3641,SPRING_RUN,YES,NONAS SPRING,NONAS SPRING OUTFALL, ,739487,SWFWMD - DEWITT,Discontinued sampling this site. First sampling of,NONTIDAL,Unknown,SARASOTA CLUSTER,27 02 07.5,82 07 18.3,585980.290998,338099.467508,NAD83, ,
-82.7804061500429,29.9254707330521,146,CONDITIONAL,1426,SPRING_GENERAL,YES,OASIS SPRING,OASIS SPRINGS, ,OAS010C1,SRWMD - HORNSBY, , ,3, ,29 55 31.707,82 46 49.465,517590.108038,658189.129623,NAD83, ,
-82.8238590052569,29.9179616812103,147,CONDITIONAL,849,SPRING_GENERAL,YES,HOLLY SPRING,HOLLY SPRING, ,295503082492700,USGS, , ,N/A, ,29 55 03,82 49 27,513408.575132,657314.878486,NAD27, ,
-82.6268655916232,28.5322115385074,148,CONDITIONAL,936,SPRING_GENERAL,YES,HOSPITAL SPRING,HOSPITAL SPRING NEAR BAYPORT FL,"HOSPITAL HOLE SPRING; FISH HOSPITAL",283154082373800,USGS, , ,Unknown, ,28 31 54,82 37 38,534116.172473,503647.91608,NAD27, ,
-82.0479999995412,29.2155833321396,149,CONDITIONAL,2499,SPRING_GENERAL,YES,INDIAN CAVE SPRING,SSG-INDIAN CAVE, ,105202,SJRWMD, , ,Unknown,SILVER SPRINGS GROUP,29 12 56.1,82 02 52.8,589449.624855,580289.471743,NAD83/HARN/HPGN, ,
-82.418430278007,29.0933072218922,150,CONDITIONAL,973,SPRING_GENERAL,YES,INDIAN CREEK SPRING (MARION) #1,RAINBOW SWAMP #1 SPRING,RAINBOW SWAMP #1 SPRING,290535082250701,SWFWMD, , ,Unknown,RAINBOW GROUP,29 05 35.906,82 25 06.349,553674.186423,566197.421917,NAD83/HARN/HPGN, ,Rainbow Spring Group
-82.4184274474542,29.093583532468,151,CONDITIONAL,3515,SPRING_GENERAL,YES,INDIAN CREEK SPRING (MARION) #2,RAINBOW SWAMP #2 SPRING,"RAINBOW SWAMP #2 SPRING; Rainbow Swamp Spring #2",23286,STORET - SWFWMD, , ,Unknown,RAINBOW GROUP,29 05 36.906,82 25 06.348,553674.067867,566228.106144,NAD83, ,Rainbow Spring Group
-84.7909415911686,30.5237201809252,152,CONDITIONAL,987,SPRING_GENERAL,YES,INDIAN SPRINGS (GADSDEN),"INDIAN SPRINGS NR JUNIPER, FL", ,303124084472801,USGS, , ,Unknown, ,30 31 24,84 47 28,324164.617311,724251.959228,NAD27, ,
-82.0416111108321,29.2156388882046,153,CONDITIONAL,2524,SPRING_GENERAL,YES,TIMBER SPRING,SSG-TIMBER, ,105206,SJRWMD, , ,Unknown,SILVER SPRINGS GROUP,29 12 56.3,82 02 29.8,590069.542773,580305.471386,NAD83/HARN/HPGN, ,
-81.4705555559394,28.7677777773723,154,CONDITIONAL,2534,SPRING_GENERAL,YES,TRAM SPRINGS,TRAM SPRINGS, ,79004,SJRWMD, , ,Unknown, ,28 46 04,81 28 14,646505.977238,531590.203357,NAD83/HARN/HPGN, ,
-85.6776591236146,30.6601448493546,155,CONDITIONAL,3373,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303937085404001,UNNAMED-303937085404001, , ,DEP FGS BULLETIN 66, , ,5, ,30 39 36.53,85 40 39.58,239356.056727,740240.008303,NAD83, ,
-81.5559482046096,28.680635367932,156,CONDITIONAL,2202,SPRING_VENT,YES,UNNAMED SPRING (ORANGE) 2840500813321,UNNAMED SPRING (ORANGE) 2840500813321, ,DEP FGS-427,DEP FGS,Seep, ,Unknown, ,28 40 50.29345,81 33 21.4254,638376.972307,521746.793941,WGS84,DGPS,
-83.6260536702484,29.8735805884458,157,CONDITIONAL,2203,SPRING_VENT,YES,UNNAMED SPRING (TAYLOR) 2952240833733,UNNAMED SPRING (TAYLOR) 2952240833733,TAY622991,DEP FGS-419,DEP FGS,Spring     Vent emits water directly into tidal creek., ,2, ,29 52 24.89995,83 37 33.80002,436072.945979,651901.861227,WGS84,DGPS,
-83.6266443159624,30.1071805354695,158,CONDITIONAL,2204,SPRING_VENT,YES,UNNAMED SPRING (TAYLOR) 3006250833735,UNNAMED SPRING (TAYLOR) 3006250833735, ,DEP FGS-429,DEP FGS,Spring, ,Unknown, ,30 06 25.85866,83 37 35.92492,435937.45772,677832.919771,WGS84,DGPS,
-85.7755480833153,30.6089306618812,159,CONDITIONAL,3303,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3036320854631,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 36 32.16,85 46 31.98,229901.525233,734688.988543,NAD83, ,
-85.7760980831769,30.6089973281199,160,CONDITIONAL,3305,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3036320854634,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 36 32.4,85 46 33.96,229848.94505,734697.144064,NAD83, ,
-85.8231981458009,30.612097232622,161,CONDITIONAL,3306,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3036440854924,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 36 43.56,85 49 23.52,225342.146449,735106.936477,NAD83, ,
-85.6705980067723,30.6635976539334,162,CONDITIONAL,3307,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3039490854014,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 39 48.96,85 40 14.16,240037.341406,740613.917679,NAD83, ,
-85.6652980024836,30.6651976750842,163,CONDITIONAL,3308,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3039540853955,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 39 54.72,85 39 55.08,240547.192563,740784.575555,NAD83, ,
-85.6716202313982,30.6604837630443,164,CONDITIONAL,3374,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303938085401801,UNNAMED-303938085401801, , ,DEP FGS BULLETIN 66, , ,6, ,30 39 37.75,85 40 17.84,239934.784046,740269.75804,NAD83, ,
-85.6786674568799,30.6605226223935,165,CONDITIONAL,3375,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303938085404301,UNNAMED-303938085404301, , ,DEP FGS BULLETIN 66, , ,5, ,30 39 37.89,85 40 43.21,239260.080481,740283.236219,NAD83, ,
-85.6718841196726,30.660894873486,166,CONDITIONAL,3376,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303939085401901,UNNAMED-303939085401901, , ,DEP FGS BULLETIN 66, , ,6, ,30 39 39.23,85 40 18.79,239910.135489,740315.71325,NAD83, ,
-85.673489676609,30.6608726438933,167,CONDITIONAL,3377,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303939085402501,UNNAMED-303939085402501, , ,DEP FGS BULLETIN 66, , ,6, ,30 39 39.15,85 40 24.57,239756.372735,740315.332318,NAD83, ,
-85.6777757892542,30.6609892927145,168,CONDITIONAL,3378,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303940085404001,UNNAMED-303940085404001, , ,DEP FGS BULLETIN 66, , ,6, ,30 39 39.57,85 40 40,239346.160855,740333.851282,NAD83, ,
-85.6714035634962,30.6614309857099,169,CONDITIONAL,3379,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303941085401701,UNNAMED-303941085401701, , ,DEP FGS BULLETIN 66, , ,4, ,30 39 41.16,85 40 17.06,239956.954179,740374.571196,NAD83, ,
-85.6718730084446,30.6613226508832,170,CONDITIONAL,3380,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303941085401901,UNNAMED-303941085401901, , ,DEP FGS BULLETIN 66, , ,4, ,30 39 40.77,85 40 18.75,239911.842897,740363.160753,NAD83, ,
-85.6734202309556,30.6616059771405,171,CONDITIONAL,3381,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303942085402401,UNNAMED-303942085402401, , ,DEP FGS BULLETIN 66, , ,5, ,30 39 41.79,85 40 24.32,239764.126153,740396.605386,NAD83, ,
-85.6720091184633,30.6628393154845,172,CONDITIONAL,3382,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303946085401901,UNNAMED-303946085401901, , ,DEP FGS BULLETIN 66, , ,4, ,30 39 46.23,85 40 19.24,239901.09235,740531.611364,NAD83, ,
-85.6712952291092,30.6637115394348,173,CONDITIONAL,3383,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303949085401701,UNNAMED-303949085401701, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 39 49.37,85 40 16.67,239970.756483,740627.457917,NAD83, ,
-85.6715091184487,30.6637115386323,174,CONDITIONAL,3384,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303949085401702,UNNAMED-303949085401702, , ,DEP FGS BULLETIN 66, , ,7, ,30 39 49.37,85 40 17.44,239950.277514,740627.735405,NAD83, ,
-85.6692146721411,30.6639559924445,175,CONDITIONAL,3385,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303950085400901,UNNAMED-303950085400901, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 39 50.25,85 40 09.18,240170.328174,740651.881617,NAD83, ,
-85.6672730041593,30.6648143331377,176,CONDITIONAL,3386,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303953085400201,UNNAMED-303953085400201, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 39 53.34,85 40 02.19,240357.521996,740744.599223,NAD83, ,
-85.6695035610369,30.6651559904475,177,CONDITIONAL,3387,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303955085401001,UNNAMED-303955085401001, , ,DEP FGS BULLETIN 66, , ,7, ,30 39 54.57,85 40 10.22,240144.471012,740785.39558,NAD83, ,
-85.6632535574742,30.6655143494947,178,CONDITIONAL,3388,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303956085394801,UNNAMED-303956085394801, , ,DEP FGS BULLETIN 66, , ,3, ,30 39 55.86,85 39 47.72,240743.41094,740817.068622,NAD83, ,
-85.6694618940802,30.6654893234981,179,CONDITIONAL,3389,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303956085401001,UNNAMED-303956085401001, , ,DEP FGS BULLETIN 66, , ,3, ,30 39 55.77,85 40 10.07,240148.961101,740822.324798,NAD83, ,
-85.6671118920287,30.6659643326403,180,CONDITIONAL,3390,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303957085400201,UNNAMED-303957085400201, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 39 57.48,85 40 01.61,240374.67266,740871.982838,NAD83, ,
-85.6647618908033,30.6662810097045,181,CONDITIONAL,3391,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 303959085395301,UNNAMED-303959085395301, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 39 58.62,85 39 53.15,240600.14509,740904.078155,NAD83, ,
-85.6634841123986,30.6672087920271,182,CONDITIONAL,3392,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 304002085394901,UNNAMED-304002085394901, , ,DEP FGS BULLETIN 66, , ,3, ,30 40 01.96,85 39 48.55,240723.872847,741005.364257,NAD83, ,
-85.6638730006343,30.6671810122468,183,CONDITIONAL,3393,SPRING_GENERAL,YES,UNNAMED (WASHINGTON) 304002085395001,UNNAMED-304002085395001, , ,DEP FGS BULLETIN 66, , ,6, ,30 40 01.86,85 39 49.95,240686.597961,741002.7845,NAD83, ,
-82.9887225878474,29.1917772048728,184,CONDITIONAL,1117,SPRING_GENERAL,YES,LEV97991 SPRING (LEVY),LEV97991, ,LEV97991,SRWMD - HORNSBY,There is a very pronounced copper-colored staining of the bank and trees surrounding the spring due to iron deposition from the spring water., ,3, ,29 11 30.403,82 59 19.413,498173.307734,576549.05109,NAD83, ,
-82.2309952774896,27.8653174996621,185,CONDITIONAL,1160,SPRING_GENERAL,YES,LITHIA SPRING MINOR,LITHIA MINOR SPRING, ,275155082135101,SWFWMD, , ,2,LITHIA BUCKHORN CLUSTER,27 51 55.143,82 13 51.583,573841.513572,430085.495901,NAD83/HARN/HPGN, ,
